,pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,HUMRAT_TEUNA,SUG_TEUNA,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y,lon,lat
1784,2015013268.0,1.0,1.0,1.0,4000.0,215.0,163.0,,60121.0,,,,,11.0,2015.0,12.0,77.0,4.0,5.0,4.0,3.0,2.0,3.0,0.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206516.0,747616.0,35.066249430668485,32.82320041537216
1806,2015013414.0,1.0,1.0,2.0,4000.0,896.0,,9999.0,,,,,,11.0,2015.0,11.0,71.0,4.0,5.0,5.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,200155.0,746000.0,34.998353253165234,32.80853575673848
1856,2015013792.0,1.0,1.0,2.0,4000.0,0.0,,9999.0,,,,,,11.0,2015.0,10.0,83.0,3.0,5.0,5.0,3.0,4.0,2.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,2.0,201127.0,745458.0,35.008742339642424,32.803665252263684
1889,2015014055.0,1.0,1.0,2.0,4000.0,195.0,,40.0,,,,,,11.0,2015.0,9.0,5.0,4.0,5.0,4.0,3.0,8.0,0.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,6.0,4.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,203474.0,744021.0,35.03382547190331,32.790744595031406
1938,2015014453.0,1.0,1.0,2.0,4000.0,0.0,,9999.0,,,,,,11.0,2015.0,6.0,62.0,4.0,1.0,7.0,3.0,7.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,2.0,201127.0,745458.0,35.008742339642424,32.803665252263684
1945,2015014504.0,1.0,1.0,1.0,4000.0,662.0,,,,,,,,11.0,2015.0,12.0,91.0,4.0,5.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,200410.0,744228.0,35.001112342556645,32.792562275839074
2007,2015014865.0,1.0,1.0,1.0,4000.0,748.0,554.0,,11160322.0,,,,,11.0,2015.0,12.0,78.0,4.0,5.0,4.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,9.0,9.0,9.0,1.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,196453.0,747291.0,34.95879378589347,32.820105218567086
2050,2015015187.0,1.0,1.0,1.0,4000.0,988.0,592.0,,17340323.0,,,,,11.0,2015.0,10.0,54.0,4.0,1.0,6.0,3.0,2.0,0.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,196626.0,746612.0,34.960657918197846,32.81398639313027
2065,2015015297.0,1.0,1.0,1.0,4000.0,1161.0,554.0,,9210322.0,,,,,11.0,2015.0,4.0,82.0,2.0,5.0,6.0,3.0,2.0,0.0,3.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,196242.0,747494.0,34.956535498384866,32.821931195079785
2143,2015015804.0,1.0,1.0,1.0,4000.0,236.0,160.0,,180121.0,,,,,11.0,2015.0,7.0,61.0,4.0,1.0,3.0,3.0,10.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206830.0,747931.0,35.06959838794097,32.82604439122259
2156,2015015918.0,1.0,1.0,1.0,4000.0,690.0,688.0,,270425.0,,,,,11.0,2015.0,8.0,67.0,4.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,198562.0,745709.0,34.98135081690249,32.80588270203393
2175,2015016041.0,1.0,1.0,2.0,4000.0,512.0,,9999.0,,,,,,11.0,2015.0,12.0,33.0,4.0,1.0,5.0,3.0,2.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,200072.0,747103.0,34.99744398011756,32.81847990373564
2178,2015016054.0,1.0,1.0,2.0,4000.0,309.0,,9999.0,,,,,,11.0,2015.0,12.0,61.0,4.0,1.0,3.0,3.0,4.0,9.0,0.0,0.0,0.0,0.0,5.0,11.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,201041.0,745977.0,35.00781383645506,32.80834357875419
2238,2015016574.0,1.0,1.0,2.0,4000.0,191.0,,9999.0,,,,,,11.0,2015.0,7.0,47.0,4.0,1.0,3.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,5.0,11.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,202573.0,744291.0,35.024202178147256,32.79316569344271
2306,2015017124.0,1.0,1.0,1.0,4000.0,548.0,522.0,,20314.0,,,,,11.0,2015.0,2.0,73.0,4.0,5.0,1.0,3.0,2.0,3.0,0.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198268.0,748200.0,34.978154855433196,32.82833805456928
2371,2015017644.0,1.0,1.0,2.0,4000.0,360.0,,5.0,,,,,,11.0,2015.0,8.0,65.0,4.0,1.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,2.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,200294.0,746969.0,34.99981738294513,32.81727554024288
2402,2015017843.0,1.0,1.0,2.0,4000.0,207.0,,37.0,,,,,,11.0,2015.0,2.0,60.0,4.0,1.0,4.0,3.0,5.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206008.0,745989.0,35.060848026088216,32.80852381733494
2423,2015017987.0,1.0,1.0,2.0,4000.0,509.0,,17.0,,,,,,11.0,2015.0,5.0,42.0,4.0,1.0,2.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,198587.0,747763.0,34.981571518335855,32.82440380568661
2428,2015018029.0,1.0,1.0,2.0,4000.0,690.0,,9999.0,,,,,,11.0,2015.0,12.0,43.0,4.0,1.0,7.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,5.0,11.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,197725.0,746176.0,34.972403222728886,32.810077339375425
2451,2015018244.0,1.0,1.0,2.0,4000.0,1031.0,,9999.0,,,,,,11.0,2015.0,4.0,7.0,1.0,5.0,5.0,2.0,10.0,9.0,0.0,0.0,0.0,0.0,5.0,6.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,201882.0,743343.0,35.01684333827337,32.78460682508149
2479,2015018459.0,1.0,1.0,1.0,4000.0,377.0,367.0,,18210001.0,,,,,11.0,2015.0,4.0,28.0,4.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,205294.0,746779.0,35.053212320404526,32.81563819600934
2523,2015018877.0,1.0,1.0,1.0,4000.0,959.0,348.0,,18380203.0,,,,,11.0,2015.0,4.0,41.0,1.0,1.0,5.0,3.0,2.0,0.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200361.0,747081.0,35.00053052833031,32.81828659638729
2525,2015018896.0,1.0,1.0,2.0,4000.0,726.0,,36.0,,,,,,11.0,2015.0,8.0,60.0,4.0,1.0,7.0,3.0,2.0,0.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,197884.0,747418.0,34.97407205348979,32.82127940570249
2551,2015019100.0,1.0,1.0,2.0,4000.0,190.0,,9999.0,,,,,,11.0,2015.0,12.0,33.0,4.0,1.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,201596.0,745313.0,35.01375253401168,32.80236552656908
2562,2015019160.0,1.0,1.0,2.0,4000.0,191.0,,9999.0,,,,,,11.0,2015.0,6.0,40.0,4.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,1.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,3.0,202573.0,744291.0,35.024202178147256,32.79316569344271
2600,2015019476.0,1.0,1.0,1.0,4000.0,195.0,185.0,,12240121.0,,,,,11.0,2015.0,9.0,18.0,3.0,5.0,4.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,5.0,6.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,207291.0,746717.0,35.07453755463736,32.81510308404502
2626,2015019677.0,1.0,1.0,1.0,4000.0,323.0,,,,,,,,11.0,2015.0,6.0,36.0,4.0,1.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,200823.0,746193.0,35.00548184143263,32.810287548949795
2639,2015019791.0,1.0,1.0,1.0,4000.0,1099.0,,,,,,,,11.0,2015.0,1.0,67.0,4.0,1.0,7.0,3.0,2.0,0.0,2.0,2.0,1.0,2.0,3.0,11.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,202947.0,742961.0,35.028218466867024,32.78117886418824
2674,2015020039.0,1.0,1.0,2.0,4000.0,1116.0,,9999.0,,,,,,11.0,2015.0,2.0,67.0,4.0,1.0,6.0,3.0,8.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,6.0,1.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,202800.0,742749.0,35.02665317682713,32.77926505736899
2698,2015020226.0,1.0,1.0,2.0,4000.0,1116.0,,9999.0,,,,,,11.0,2015.0,9.0,37.0,4.0,1.0,4.0,3.0,8.0,0.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,6.0,1.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,202800.0,742749.0,35.02665317682713,32.77926505736899
2742,2015020590.0,1.0,1.0,1.0,4000.0,551.0,553.0,,18380308.0,,,,,11.0,2015.0,4.0,67.0,4.0,1.0,2.0,3.0,5.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,196911.0,748279.0,34.96366059775015,32.82902335034922
2766,2015020805.0,1.0,1.0,2.0,4000.0,944.0,,7.0,,,,,,11.0,2015.0,1.0,55.0,4.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,8.0,3.0,9.0,3.0,9.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200560.0,745826.0,35.00268112077326,32.806973860751945
2777,2015020864.0,1.0,1.0,1.0,4000.0,962.0,429.0,,8350212.0,,,,,11.0,2015.0,11.0,45.0,4.0,1.0,2.0,3.0,2.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200354.0,746215.0,35.00047361651428,32.810477864126455
2815,2015021134.0,1.0,1.0,1.0,4000.0,642.0,625.0,,140422.0,,,,,11.0,2015.0,9.0,63.0,4.0,1.0,4.0,3.0,2.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198870.0,744903.0,34.98465721772269,32.798620911901686
2831,2015021206.0,1.0,1.0,2.0,4000.0,823.0,,9999.0,,,,,,11.0,2015.0,7.0,49.0,4.0,1.0,5.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,3.0,200038.0,745752.0,34.997109195453376,32.80629750863663
2832,2015021209.0,1.0,1.0,2.0,4000.0,1020.0,,9999.0,,,,,,11.0,2015.0,11.0,33.0,4.0,1.0,5.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,5.0,11.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,202202.0,743687.0,35.02025278512433,32.78771371467307
2835,2015021235.0,1.0,1.0,2.0,4000.0,774.0,,41.0,,,,,,11.0,2015.0,10.0,32.0,4.0,1.0,3.0,3.0,5.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,201057.0,741440.0,35.008074568208485,32.767434109651745
2917,2015021847.0,1.0,1.0,2.0,4000.0,526.0,,9999.0,,,,,,11.0,2015.0,1.0,85.0,4.0,5.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,3.0,198224.0,748624.0,34.977675233801385,32.83216034229876
2950,2015022121.0,1.0,1.0,2.0,4000.0,1161.0,,9999.0,,,,,,11.0,2015.0,1.0,78.0,4.0,5.0,7.0,2.0,1.0,0.0,2.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,9.0,9.0,4.0,8.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,196193.0,746758.0,34.95603069836289,32.815293765602114
2973,2015022334.0,1.0,1.0,1.0,4000.0,845.0,850.0,,10280523.0,,,,,11.0,2015.0,10.0,35.0,4.0,1.0,4.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,5.0,11.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,199759.0,746346.0,34.99411768000334,32.811648565670865
2984,2015022396.0,1.0,1.0,2.0,4000.0,1031.0,,43.0,,,,,,11.0,2015.0,3.0,63.0,4.0,1.0,2.0,3.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,1.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,201751.0,743244.0,35.0154468670533,32.78371204802991
2991,2015022417.0,1.0,1.0,2.0,4000.0,215.0,,24.0,,,,,,11.0,2015.0,6.0,63.0,4.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,206975.0,747340.0,35.071154868650225,32.82071706658188
3022,2015022742.0,1.0,1.0,2.0,4000.0,505.0,,9999.0,,,,,,11.0,2015.0,1.0,58.0,4.0,1.0,2.0,2.0,12.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,198834.0,747467.0,34.9842158725088,32.82173948597869
3058,2015023004.0,1.0,1.0,1.0,4000.0,859.0,864.0,,8420525.0,,,,,11.0,2015.0,9.0,77.0,3.0,5.0,4.0,3.0,2.0,3.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200178.0,746330.0,34.998591973540925,32.81151172986584
3066,2015023075.0,1.0,1.0,2.0,4000.0,505.0,,9999.0,,,,,,11.0,2015.0,1.0,50.0,4.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,198834.0,747467.0,34.9842158725088,32.82173948597869
3089,2015023280.0,1.0,1.0,1.0,4000.0,308.0,306.0,,100211.0,,,,,11.0,2015.0,8.0,91.0,4.0,5.0,5.0,3.0,1.0,0.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,1.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,200858.0,745798.0,35.005863474976636,32.80672647344238
3208,2015024292.0,1.0,1.0,1.0,4000.0,564.0,974.0,,17940431.0,,,,,11.0,2015.0,3.0,75.0,4.0,5.0,4.0,2.0,1.0,0.0,3.0,1.0,1.0,5.0,3.0,6.0,1.0,1.0,9.0,9.0,9.0,1.0,4.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,196766.0,743985.0,34.96221706986305,32.79030198937315
3279,2015024895.0,1.0,1.0,1.0,4000.0,195.0,185.0,,12240121.0,,,,,11.0,2015.0,1.0,35.0,4.0,1.0,7.0,3.0,2.0,0.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,207291.0,746717.0,35.07453755463736,32.81510308404502
3296,2015025097.0,1.0,1.0,2.0,4000.0,1300.0,,9999.0,,,,,,11.0,2015.0,4.0,15.0,4.0,5.0,6.0,1.0,3.0,1.0,0.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,200673.0,744040.0,35.00392378507837,32.7908716233338
3358,2015025531.0,1.0,1.0,2.0,4000.0,498.0,,9999.0,,,,,,11.0,2015.0,12.0,42.0,4.0,1.0,3.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,5.0,11.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,2.0,201127.0,745458.0,35.008742339642424,32.803665252263684
3389,2015025711.0,1.0,1.0,1.0,4000.0,195.0,210.0,,210131.0,,,,,11.0,2015.0,3.0,85.0,4.0,5.0,3.0,3.0,4.0,0.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206851.0,746234.0,35.069845725741914,32.810742956737286
3437,2015026107.0,1.0,1.0,2.0,4000.0,1032.0,,44.0,,,,,,11.0,2015.0,12.0,62.0,4.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,201932.0,743157.0,35.01738057223794,32.78293047516767
3490,2015026575.0,1.0,1.0,2.0,4000.0,912.0,,9999.0,,,,,,11.0,2015.0,9.0,56.0,2.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,3.0,199696.0,745291.0,34.993467455369164,32.8021346277194
3494,2015026610.0,1.0,1.0,2.0,4000.0,,,9999.0,,,,,,11.0,2015.0,10.0,74.0,4.0,5.0,3.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,5.0,6.0,9.0,9.0,9.0,9.0,7.0,8.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,2.0,201127.0,745458.0,35.008742339642424,32.803665252263684
3502,2015026655.0,1.0,1.0,2.0,4000.0,795.0,,9999.0,,,,,,11.0,2015.0,2.0,65.0,4.0,1.0,5.0,3.0,8.0,3.0,0.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,6.0,1.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,201167.0,741998.0,35.009237556172884,32.77246739631551
3504,2015026661.0,1.0,1.0,1.0,4000.0,1391.0,1398.0,,17140813.0,,,,,11.0,2015.0,1.0,34.0,4.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,201604.0,742463.0,35.01389274122526,32.77666745048067
3519,2015026775.0,1.0,1.0,1.0,4000.0,900.0,811.0,,9520433.0,,,,,11.0,2015.0,10.0,3.0,4.0,5.0,7.0,2.0,5.0,0.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198671.0,746780.0,34.98249061131913,32.81554183318648
3520,2015026823.0,1.0,1.0,1.0,4000.0,981.0,988.0,,16510424.0,,,,,11.0,2015.0,1.0,56.0,4.0,1.0,2.0,3.0,2.0,0.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,196579.0,746792.0,34.96015161340147,32.81560844730884
3545,2015026972.0,1.0,1.0,2.0,4000.0,360.0,,9999.0,,,,,,11.0,2015.0,12.0,63.0,4.0,1.0,6.0,3.0,2.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,199210.0,747568.0,34.98822893724323,32.8226571861233
3561,2015027087.0,1.0,1.0,1.0,4000.0,554.0,572.0,,18380311.0,,,,,11.0,2015.0,9.0,62.0,4.0,1.0,1.0,3.0,2.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,196902.0,747374.0,34.963586501548505,32.82086293125884
3564,2015027107.0,1.0,1.0,2.0,4000.0,6706.0,,9999.0,,,,,,11.0,2015.0,6.0,94.0,4.0,5.0,7.0,2.0,8.0,9.0,0.0,0.0,0.0,0.0,5.0,6.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,2.0,202613.0,742848.0,35.024655370168574,32.78015488571257
3622,2015027689.0,1.0,1.0,2.0,4000.0,859.0,,9999.0,,,,,,11.0,2015.0,10.0,34.0,4.0,1.0,5.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,4.0,3.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,200223.0,746223.0,34.99907468858243,32.810547713117906
3673,2015028071.0,1.0,1.0,2.0,4000.0,690.0,,29.0,,,,,,11.0,2015.0,7.0,91.0,4.0,5.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198717.0,745634.0,34.98300743019593,32.80520937354511
3680,2015028091.0,1.0,1.0,2.0,4000.0,230.0,,1.0,,,,,,11.0,2015.0,5.0,78.0,4.0,1.0,4.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,205961.0,746589.0,35.06033746026817,32.813933383735744
3681,2015028102.0,1.0,1.0,2.0,4000.0,403.0,,9999.0,,,,,,11.0,2015.0,5.0,71.0,4.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,3.0,199708.0,746621.0,34.99356726128725,32.81412728898365
3699,2015028205.0,1.0,1.0,1.0,4000.0,1031.0,6002.0,,18380556.0,,,,,11.0,2015.0,7.0,35.0,4.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,4.0,3.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,201990.0,743421.0,35.017994716623576,32.78531186602723
3743,2015028570.0,1.0,1.0,1.0,4000.0,991.0,1128.0,,18380365.0,,,,,11.0,2015.0,11.0,77.0,4.0,5.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,199643.0,744433.0,34.992919913308256,32.794397181513254
3759,2015028700.0,1.0,1.0,2.0,4000.0,845.0,,9999.0,,,,,,11.0,2015.0,11.0,69.0,4.0,5.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,3.0,199914.0,746520.0,34.9957690588055,32.81322027003829
3768,2015028753.0,1.0,1.0,1.0,4000.0,367.0,,,,,,,,11.0,2015.0,4.0,8.0,4.0,5.0,6.0,1.0,2.0,0.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,204872.0,746137.0,35.048716206529825,32.80984382480298
3781,2015028837.0,1.0,1.0,1.0,4000.0,856.0,825.0,,8430525.0,,,,,11.0,2015.0,6.0,82.0,4.0,5.0,7.0,3.0,2.0,2.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200131.0,746273.0,34.998091309446,32.810996942082355
3793,2015028924.0,1.0,1.0,2.0,4000.0,1091.0,,9999.0,,,,,,11.0,2015.0,6.0,73.0,4.0,1.0,3.0,3.0,4.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,201073.0,744220.0,35.00819031474364,32.792501429072395
